"","Marker","User_id","Sampled_date","Actual","Prediction","Error"
"","2021-01-01 00:00:00+00:00","4099231","2021-01-01 00:00:00+00:00","0","3.504642298913678","3.504642298913678"
"","2021-01-01 00:00:00+00:00","1813599","2021-01-01 00:00:00+00:00","0","3.514266440420715","3.514266440420715"
"","2021-01-01 00:00:00+00:00","3758462","2021-01-01 00:00:00+00:00","0","3.566281064022466","3.566281064022466"
"","2021-01-01 00:00:00+00:00","4078489","2021-01-01 00:00:00+00:00","0","3.601357933923894","3.601357933923894"
"","2021-01-01 00:00:00+00:00","3657705","2021-01-01 00:00:00+00:00","0","3.601821549416166","3.601821549416166"
"","2021-01-01 00:00:00+00:00","3506450","2021-01-01 00:00:00+00:00","0","3.730421710207706","3.730421710207706"
"","2021-01-01 00:00:00+00:00","4044558","2021-01-01 00:00:00+00:00","0","3.7594151834638545","3.7594151834638545"
"","2021-01-01 00:00:00+00:00","1829748","2021-01-01 00:00:00+00:00","0","3.9243726777706054","3.9243726777706054"
"","2021-01-01 00:00:00+00:00","1769157","2021-01-01 00:00:00+00:00","0","4.0520683981118495","4.0520683981118495"
"","2021-01-01 00:00:00+00:00","3829958","2021-01-01 00:00:00+00:00","0","4.131960791317263","4.131960791317263"
"","2021-01-01 00:00:00+00:00","4100189","2021-01-01 00:00:00+00:00","0","4.158723117924266","4.158723117924266"
"","2021-01-01 00:00:00+00:00","4101529","2021-01-01 00:00:00+00:00","0","4.170026096665458","4.170026096665458"
"","2021-01-01 00:00:00+00:00","4154193","2021-01-01 00:00:00+00:00","0","4.5141867514611125","4.5141867514611125"
"","2021-01-01 00:00:00+00:00","3910158","2021-01-01 00:00:00+00:00","0","4.550737112946615","4.550737112946615"
"","2021-01-01 00:00:00+00:00","4079182","2021-01-01 00:00:00+00:00","0","4.594439586511106","4.594439586511106"
"","2021-01-01 00:00:00+00:00","4013674","2021-01-01 00:00:00+00:00","0","4.637304752099808","4.637304752099808"
"","2021-01-01 00:00:00+00:00","3790386","2021-01-01 00:00:00+00:00","0","4.7335549126468175","4.7335549126468175"
"","2021-01-01 00:00:00+00:00","3721024","2021-01-01 00:00:00+00:00","0","4.790915663681159","4.790915663681159"
"","2021-01-01 00:00:00+00:00","4099369","2021-01-01 00:00:00+00:00","0","4.8631747395496765","4.8631747395496765"
"","2021-01-01 00:00:00+00:00","4005260","2021-01-01 00:00:00+00:00","0","4.991557765282679","4.991557765282679"
"","2021-01-01 00:00:00+00:00","3632611","2021-01-01 00:00:00+00:00","0","5.083732455732005","5.083732455732005"
"","2021-01-01 00:00:00+00:00","4154200","2021-01-01 00:00:00+00:00","0","5.377782841492806","5.377782841492806"
"","2021-01-01 00:00:00+00:00","1829797","2021-01-01 00:00:00+00:00","0","5.55447072553373","5.55447072553373"
"","2021-01-01 00:00:00+00:00","3648588","2021-01-01 00:00:00+00:00","0","5.557928447202224","5.557928447202224"
"","2021-01-01 00:00:00+00:00","3681612","2021-01-01 00:00:00+00:00","14","5.557928447202224","-8.442071552797776"
"","2021-01-01 00:00:00+00:00","3658630","2021-01-01 00:00:00+00:00","0","5.575991133371964","5.575991133371964"
"","2021-01-01 00:00:00+00:00","4078706","2021-01-01 00:00:00+00:00","62","5.601048178491087","-56.398951821508916"
"","2021-01-01 00:00:00+00:00","4155239","2021-01-01 00:00:00+00:00","0","5.601048178491087","5.601048178491087"
"","2021-01-01 00:00:00+00:00","3759455","2021-01-01 00:00:00+00:00","0","5.650609007585532","5.650609007585532"
"","2021-01-01 00:00:00+00:00","3658809","2021-01-01 00:00:00+00:00","0","5.709991128693508","5.709991128693508"
"","2021-01-01 00:00:00+00:00","4100385","2021-01-01 00:00:00+00:00","0","5.802904164340264","5.802904164340264"
"","2021-01-01 00:00:00+00:00","3828843","2021-01-01 00:00:00+00:00","0","5.802904164340264","5.802904164340264"
"","2021-01-01 00:00:00+00:00","4100663","2021-01-01 00:00:00+00:00","0","5.842317824056262","5.842317824056262"
"","2021-01-01 00:00:00+00:00","3537410","2021-01-01 00:00:00+00:00","0","5.89509787347046","5.89509787347046"
"","2021-01-01 00:00:00+00:00","4079151","2021-01-01 00:00:00+00:00","12","5.920521640855174","-6.079478359144826"
"","2021-01-01 00:00:00+00:00","1848452","2021-01-01 00:00:00+00:00","0","5.923523602265782","5.923523602265782"
"","2021-01-01 00:00:00+00:00","4099957","2021-01-01 00:00:00+00:00","0","5.9742973630499","5.9742973630499"
"","2021-01-01 00:00:00+00:00","1821513","2021-01-01 00:00:00+00:00","0","6.058568475389657","6.058568475389657"
"","2021-01-01 00:00:00+00:00","4013273","2021-01-01 00:00:00+00:00","0","6.075833710239238","6.075833710239238"
"","2021-01-01 00:00:00+00:00","3829774","2021-01-01 00:00:00+00:00","0","6.107561859461485","6.107561859461485"
"","2021-01-01 00:00:00+00:00","1848282","2021-01-01 00:00:00+00:00","0","6.135094175819211","6.135094175819211"
"","2021-01-01 00:00:00+00:00","3758282","2021-01-01 00:00:00+00:00","0","6.2376897501376805","6.2376897501376805"
"","2021-01-01 00:00:00+00:00","3506363","2021-01-01 00:00:00+00:00","0","6.259144497436251","6.259144497436251"
"","2021-01-01 00:00:00+00:00","4099901","2021-01-01 00:00:00+00:00","13","6.304480580211416","-6.695519419788584"
"","2021-01-01 00:00:00+00:00","4156043","2021-01-01 00:00:00+00:00","0","6.37084872742082","6.37084872742082"
"","2021-01-01 00:00:00+00:00","4102365","2021-01-01 00:00:00+00:00","0","6.4038457315752515","6.4038457315752515"
"","2021-01-01 00:00:00+00:00","3580639","2021-01-01 00:00:00+00:00","0","6.470487152699119","6.470487152699119"
"","2021-01-01 00:00:00+00:00","3556459","2021-01-01 00:00:00+00:00","0","6.478249320020014","6.478249320020014"
"","2021-01-01 00:00:00+00:00","4156198","2021-01-01 00:00:00+00:00","0","6.597867005910443","6.597867005910443"
"","2021-01-01 00:00:00+00:00","4101731","2021-01-01 00:00:00+00:00","0","6.758000653206251","6.758000653206251"
"","2021-01-01 00:00:00+00:00","4183655","2021-01-01 00:00:00+00:00","0","6.794018177588514","6.794018177588514"
"","2021-01-01 00:00:00+00:00","1821867","2021-01-01 00:00:00+00:00","0","6.797644491329301","6.797644491329301"
"","2021-01-01 00:00:00+00:00","1745329","2021-01-01 00:00:00+00:00","0","6.987195391296005","6.987195391296005"
"","2021-01-01 00:00:00+00:00","4170817","2021-01-01 00:00:00+00:00","0","6.987195391296005","6.987195391296005"
"","2021-01-01 00:00:00+00:00","4044547","2021-01-01 00:00:00+00:00","0","7.020974262628078","7.020974262628078"
"","2021-01-01 00:00:00+00:00","4100073","2021-01-01 00:00:00+00:00","0","7.171785702472402","7.171785702472402"
"","2021-01-01 00:00:00+00:00","3698801","2021-01-01 00:00:00+00:00","0","7.228438974350792","7.228438974350792"
"","2021-01-01 00:00:00+00:00","4101167","2021-01-01 00:00:00+00:00","0","7.2835317934852055","7.2835317934852055"
"","2021-01-01 00:00:00+00:00","1794708","2021-01-01 00:00:00+00:00","0","7.420344673069662","7.420344673069662"
"","2021-01-01 00:00:00+00:00","3606251","2021-01-01 00:00:00+00:00","0","7.462482366402952","7.462482366402952"
"","2021-01-01 00:00:00+00:00","4051833","2021-01-01 00:00:00+00:00","16","7.60151068798093","-8.39848931201907"
"","2021-01-01 00:00:00+00:00","3791618","2021-01-01 00:00:00+00:00","0","7.617484920517674","7.617484920517674"
"","2021-01-01 00:00:00+00:00","4100223","2021-01-01 00:00:00+00:00","0","7.725784565408356","7.725784565408356"
"","2021-01-01 00:00:00+00:00","1756572","2021-01-01 00:00:00+00:00","0","7.881199782224087","7.881199782224087"
"","2021-01-01 00:00:00+00:00","4170820","2021-01-01 00:00:00+00:00","0","7.954872748472409","7.954872748472409"
"","2021-01-01 00:00:00+00:00","1848218","2021-01-01 00:00:00+00:00","0","7.970635908262444","7.970635908262444"
"","2021-01-01 00:00:00+00:00","3828816","2021-01-01 00:00:00+00:00","0","7.999783572963317","7.999783572963317"
"","2021-01-01 00:00:00+00:00","3759422","2021-01-01 00:00:00+00:00","0","8.040774753884211","8.040774753884211"
"","2021-01-01 00:00:00+00:00","3830059","2021-01-01 00:00:00+00:00","0","8.095280400344032","8.095280400344032"
"","2021-01-01 00:00:00+00:00","3538666","2021-01-01 00:00:00+00:00","14","8.107415692411935","-5.892584307588065"
"","2021-01-01 00:00:00+00:00","4101123","2021-01-01 00:00:00+00:00","0","8.107415692411935","8.107415692411935"
"","2021-01-01 00:00:00+00:00","1838921","2021-01-01 00:00:00+00:00","0","8.111104811171058","8.111104811171058"
"","2021-01-01 00:00:00+00:00","1803669","2021-01-01 00:00:00+00:00","0","8.143813261248784","8.143813261248784"
"","2021-01-01 00:00:00+00:00","1795024","2021-01-01 00:00:00+00:00","0","8.148022321226893","8.148022321226893"
"","2021-01-01 00:00:00+00:00","3580613","2021-01-01 00:00:00+00:00","0","8.15843607095377","8.15843607095377"
"","2021-01-01 00:00:00+00:00","4079346","2021-01-01 00:00:00+00:00","10","8.191544618142757","-1.808455381857243"
"","2021-01-01 00:00:00+00:00","1803760","2021-01-01 00:00:00+00:00","0","8.195950892302575","8.195950892302575"
"","2021-01-01 00:00:00+00:00","3634987","2021-01-01 00:00:00+00:00","101","8.23678170488485","-92.76321829511515"
"","2021-01-01 00:00:00+00:00","1813831","2021-01-01 00:00:00+00:00","0","8.40827126823058","8.40827126823058"
"","2021-01-01 00:00:00+00:00","3648461","2021-01-01 00:00:00+00:00","0","8.628610962792122","8.628610962792122"
"","2021-01-01 00:00:00+00:00","1768501","2021-01-01 00:00:00+00:00","0","8.665433073481637","8.665433073481637"
"","2021-01-01 00:00:00+00:00","3829186","2021-01-01 00:00:00+00:00","10","8.684923554327598","-1.3150764456724016"
"","2021-01-01 00:00:00+00:00","3715770","2021-01-01 00:00:00+00:00","0","8.864610032946505","8.864610032946505"
"","2021-01-01 00:00:00+00:00","3790742","2021-01-01 00:00:00+00:00","0","8.88067156398787","8.88067156398787"
"","2021-01-01 00:00:00+00:00","1756472","2021-01-01 00:00:00+00:00","0","9.07711738123423","9.07711738123423"
"","2021-01-01 00:00:00+00:00","4078522","2021-01-01 00:00:00+00:00","0","9.095326289753729","9.095326289753729"
"","2021-01-01 00:00:00+00:00","4044523","2021-01-01 00:00:00+00:00","0","9.126736405140658","9.126736405140658"
"","2021-01-01 00:00:00+00:00","3503129","2021-01-01 00:00:00+00:00","24","9.361210241607328","-14.638789758392672"
"","2021-01-01 00:00:00+00:00","4099917","2021-01-01 00:00:00+00:00","0","9.383446293086271","9.383446293086271"
"","2021-01-01 00:00:00+00:00","3829878","2021-01-01 00:00:00+00:00","0","9.397482270256022","9.397482270256022"
"","2021-01-01 00:00:00+00:00","4013398","2021-01-01 00:00:00+00:00","16","9.411160172366325","-6.5888398276336755"
"","2021-01-01 00:00:00+00:00","1756901","2021-01-01 00:00:00+00:00","0","9.466764184057878","9.466764184057878"
"","2021-01-01 00:00:00+00:00","1821062","2021-01-01 00:00:00+00:00","0","9.472419664349","9.472419664349"
"","2021-01-01 00:00:00+00:00","3658845","2021-01-01 00:00:00+00:00","0","9.499465688636079","9.499465688636079"
"","2021-01-01 00:00:00+00:00","4101766","2021-01-01 00:00:00+00:00","0","9.615011645003966","9.615011645003966"
"","2021-01-01 00:00:00+00:00","1803417","2021-01-01 00:00:00+00:00","0","9.615011645003966","9.615011645003966"
"","2021-01-01 00:00:00+00:00","3829791","2021-01-01 00:00:00+00:00","0","9.615011645003966","9.615011645003966"
"","2021-01-01 00:00:00+00:00","4156031","2021-01-01 00:00:00+00:00","0","9.873140090203433","9.873140090203433"
"","2021-01-01 00:00:00+00:00","1821652","2021-01-01 00:00:00+00:00","0","9.905527140709212","9.905527140709212"
"","2021-01-01 00:00:00+00:00","3580591","2021-01-01 00:00:00+00:00","0","9.905527140709212","9.905527140709212"
"","2021-01-01 00:00:00+00:00","3828041","2021-01-01 00:00:00+00:00","0","9.987457469790911","9.987457469790911"
"","2021-01-01 00:00:00+00:00","3828852","2021-01-01 00:00:00+00:00","0","9.987457469790911","9.987457469790911"
"","2021-01-01 00:00:00+00:00","4170804","2021-01-01 00:00:00+00:00","0","10.160035591979014","10.160035591979014"
"","2021-01-01 00:00:00+00:00","4101333","2021-01-01 00:00:00+00:00","0","10.306007971991669","10.306007971991669"
"","2021-01-01 00:00:00+00:00","3648310","2021-01-01 00:00:00+00:00","0","10.307130607792711","10.307130607792711"
"","2021-01-01 00:00:00+00:00","3828149","2021-01-01 00:00:00+00:00","0","10.368155656764108","10.368155656764108"
"","2021-01-01 00:00:00+00:00","4013435","2021-01-01 00:00:00+00:00","0","10.541653270939037","10.541653270939037"
"","2021-01-01 00:00:00+00:00","1777655","2021-01-01 00:00:00+00:00","0","10.712420303716407","10.712420303716407"
"","2021-01-01 00:00:00+00:00","3830026","2021-01-01 00:00:00+00:00","0","10.847678672647254","10.847678672647254"
"","2021-01-01 00:00:00+00:00","3536980","2021-01-01 00:00:00+00:00","0","11.061680850884033","11.061680850884033"
"","2021-01-01 00:00:00+00:00","4079348","2021-01-01 00:00:00+00:00","0","11.10208575658656","11.10208575658656"
"","2021-01-01 00:00:00+00:00","3627561","2021-01-01 00:00:00+00:00","0","11.160394780251995","11.160394780251995"
"","2021-01-01 00:00:00+00:00","3759925","2021-01-01 00:00:00+00:00","0","11.245899436972879","11.245899436972879"
"","2021-01-01 00:00:00+00:00","3791198","2021-01-01 00:00:00+00:00","0","11.387797467059215","11.387797467059215"
"","2021-01-01 00:00:00+00:00","3830423","2021-01-01 00:00:00+00:00","0","11.528662757395699","11.528662757395699"
"","2021-01-01 00:00:00+00:00","4155834","2021-01-01 00:00:00+00:00","0","12.001817458328853","12.001817458328853"
"","2021-01-01 00:00:00+00:00","4154993","2021-01-01 00:00:00+00:00","0","12.273755728812878","12.273755728812878"
"","2021-01-01 00:00:00+00:00","3758486","2021-01-01 00:00:00+00:00","0","12.336971404287711","12.336971404287711"
"","2021-01-01 00:00:00+00:00","3830172","2021-01-01 00:00:00+00:00","23","12.53824294414387","-10.46175705585613"
"","2021-01-01 00:00:00+00:00","3557452","2021-01-01 00:00:00+00:00","0","12.682399668515492","12.682399668515492"
"","2021-01-01 00:00:00+00:00","4044564","2021-01-01 00:00:00+00:00","0","12.70878246832338","12.70878246832338"
"","2021-01-01 00:00:00+00:00","3648131","2021-01-01 00:00:00+00:00","0","12.812008235343185","12.812008235343185"
"","2021-01-01 00:00:00+00:00","1768905","2021-01-01 00:00:00+00:00","19","12.817134254937187","-6.182865745062813"
"","2021-01-01 00:00:00+00:00","1785113","2021-01-01 00:00:00+00:00","0","12.818506073330893","12.818506073330893"
"","2021-01-01 00:00:00+00:00","4154571","2021-01-01 00:00:00+00:00","0","12.82633568293519","12.82633568293519"
"","2021-01-01 00:00:00+00:00","1785135","2021-01-01 00:00:00+00:00","0","13.002095926000623","13.002095926000623"
"","2021-01-01 00:00:00+00:00","3552201","2021-01-01 00:00:00+00:00","0","13.077472193259235","13.077472193259235"
"","2021-01-01 00:00:00+00:00","4044670","2021-01-01 00:00:00+00:00","0","13.099966789842437","13.099966789842437"
"","2021-01-01 00:00:00+00:00","3580485","2021-01-01 00:00:00+00:00","0","13.281837823100462","13.281837823100462"
"","2021-01-01 00:00:00+00:00","4099261","2021-01-01 00:00:00+00:00","0","13.406724718990544","13.406724718990544"
"","2021-01-01 00:00:00+00:00","4156269","2021-01-01 00:00:00+00:00","0","13.5045743347527","13.5045743347527"
"","2021-01-01 00:00:00+00:00","3759933","2021-01-01 00:00:00+00:00","0","13.568510143672802","13.568510143672802"
"","2021-01-01 00:00:00+00:00","3580457","2021-01-01 00:00:00+00:00","0","13.580819503930405","13.580819503930405"
"","2021-01-01 00:00:00+00:00","3829553","2021-01-01 00:00:00+00:00","0","13.618730866194511","13.618730866194511"
"","2021-01-01 00:00:00+00:00","3829051","2021-01-01 00:00:00+00:00","0","13.71276576975269","13.71276576975269"
"","2021-01-01 00:00:00+00:00","4047215","2021-01-01 00:00:00+00:00","0","13.745742465240507","13.745742465240507"
"","2021-01-01 00:00:00+00:00","3758751","2021-01-01 00:00:00+00:00","0","13.988162675306318","13.988162675306318"
"","2021-01-01 00:00:00+00:00","4078275","2021-01-01 00:00:00+00:00","10","14.057735352141158","4.057735352141158"
"","2021-01-01 00:00:00+00:00","1785053","2021-01-01 00:00:00+00:00","19","14.08388719422655","-4.91611280577345"
"","2021-01-01 00:00:00+00:00","3605721","2021-01-01 00:00:00+00:00","44","14.296520652356364","-29.703479347643636"
"","2021-01-01 00:00:00+00:00","4170830","2021-01-01 00:00:00+00:00","0","14.323287325424513","14.323287325424513"
"","2021-01-01 00:00:00+00:00","3829247","2021-01-01 00:00:00+00:00","0","14.332104271546342","14.332104271546342"
"","2021-01-01 00:00:00+00:00","4078389","2021-01-01 00:00:00+00:00","0","14.46588627054605","14.46588627054605"
"","2021-01-01 00:00:00+00:00","3581282","2021-01-01 00:00:00+00:00","0","14.494462650643774","14.494462650643774"
"","2021-01-01 00:00:00+00:00","3759989","2021-01-01 00:00:00+00:00","49","14.603720788749518","-34.39627921125048"
"","2021-01-01 00:00:00+00:00","1813678","2021-01-01 00:00:00+00:00","9","14.624221463109162","5.624221463109162"
"","2021-01-01 00:00:00+00:00","4013074","2021-01-01 00:00:00+00:00","0","14.745115544455292","14.745115544455292"
"","2021-01-01 00:00:00+00:00","3736163","2021-01-01 00:00:00+00:00","0","14.800264128776025","14.800264128776025"
"","2021-01-01 00:00:00+00:00","1821729","2021-01-01 00:00:00+00:00","60","15.037906961072292","-44.962093038927705"
"","2021-01-01 00:00:00+00:00","1776940","2021-01-01 00:00:00+00:00","18","15.096844606982017","-2.9031553930179825"
"","2021-01-01 00:00:00+00:00","1777031","2021-01-01 00:00:00+00:00","0","15.158998462706194","15.158998462706194"
"","2021-01-01 00:00:00+00:00","4078705","2021-01-01 00:00:00+00:00","20","15.211096805670449","-4.788903194329551"
"","2021-01-01 00:00:00+00:00","1803471","2021-01-01 00:00:00+00:00","10","15.239165007675087","5.239165007675087"
"","2021-01-01 00:00:00+00:00","1813816","2021-01-01 00:00:00+00:00","0","15.297085071493084","15.297085071493084"
"","2021-01-01 00:00:00+00:00","3826198","2021-01-01 00:00:00+00:00","0","15.412846950749975","15.412846950749975"
"","2021-01-01 00:00:00+00:00","3656489","2021-01-01 00:00:00+00:00","16","15.445205890777691","-0.5547941092223088"
"","2021-01-01 00:00:00+00:00","1745792","2021-01-01 00:00:00+00:00","0","15.498467525708245","15.498467525708245"
"","2021-01-01 00:00:00+00:00","3580352","2021-01-01 00:00:00+00:00","0","15.909262993043386","15.909262993043386"
"","2021-01-01 00:00:00+00:00","3758897","2021-01-01 00:00:00+00:00","0","15.916778955100531","15.916778955100531"
"","2021-01-01 00:00:00+00:00","3828164","2021-01-01 00:00:00+00:00","0","15.932924196153749","15.932924196153749"
"","2021-01-01 00:00:00+00:00","3640673","2021-01-01 00:00:00+00:00","0","16.00775339597286","16.00775339597286"
"","2021-01-01 00:00:00+00:00","3658440","2021-01-01 00:00:00+00:00","0","16.11294755219529","16.11294755219529"
"","2021-01-01 00:00:00+00:00","1803677","2021-01-01 00:00:00+00:00","0","16.179262234578612","16.179262234578612"
"","2021-01-01 00:00:00+00:00","4044587","2021-01-01 00:00:00+00:00","0","16.384038673747416","16.384038673747416"
"","2021-01-01 00:00:00+00:00","4051600","2021-01-01 00:00:00+00:00","0","16.41023376563821","16.41023376563821"
"","2021-01-01 00:00:00+00:00","4078515","2021-01-01 00:00:00+00:00","0","16.554011125549838","16.554011125549838"
"","2021-01-01 00:00:00+00:00","3648157","2021-01-01 00:00:00+00:00","11","16.843254956798916","5.843254956798916"
"","2021-01-01 00:00:00+00:00","3627564","2021-01-01 00:00:00+00:00","11","16.89881702476295","5.898817024762948"
"","2021-01-01 00:00:00+00:00","1803405","2021-01-01 00:00:00+00:00","0","17.033110714487332","17.033110714487332"
"","2021-01-01 00:00:00+00:00","1769325","2021-01-01 00:00:00+00:00","0","17.16920283233984","17.16920283233984"
"","2021-01-01 00:00:00+00:00","4154579","2021-01-01 00:00:00+00:00","0","17.340983504858517","17.340983504858517"
"","2021-01-01 00:00:00+00:00","1830180","2021-01-01 00:00:00+00:00","0","17.714158371907253","17.714158371907253"
"","2021-01-01 00:00:00+00:00","1843475","2021-01-01 00:00:00+00:00","0","17.71467337449336","17.71467337449336"
"","2021-01-01 00:00:00+00:00","1795065","2021-01-01 00:00:00+00:00","0","17.904605332579436","17.904605332579436"
"","2021-01-01 00:00:00+00:00","1843453","2021-01-01 00:00:00+00:00","62","17.922359547168973","-44.07764045283103"
"","2021-01-01 00:00:00+00:00","1745481","2021-01-01 00:00:00+00:00","31","17.94368675847998","-13.05631324152002"
"","2021-01-01 00:00:00+00:00","4154265","2021-01-01 00:00:00+00:00","0","18.004467353956958","18.004467353956958"
"","2021-01-01 00:00:00+00:00","3791862","2021-01-01 00:00:00+00:00","0","18.019643435249495","18.019643435249495"
"","2021-01-01 00:00:00+00:00","1747182","2021-01-01 00:00:00+00:00","0","18.1789744541366","18.1789744541366"
"","2021-01-01 00:00:00+00:00","4154849","2021-01-01 00:00:00+00:00","0","18.251833320828545","18.251833320828545"
"","2021-01-01 00:00:00+00:00","4154521","2021-01-01 00:00:00+00:00","48","18.37302759455372","-29.62697240544628"
"","2021-01-01 00:00:00+00:00","3655220","2021-01-01 00:00:00+00:00","0","18.48656771731161","18.48656771731161"
"","2021-01-01 00:00:00+00:00","1821895","2021-01-01 00:00:00+00:00","15","18.50952617881883","3.509526178818831"
"","2021-01-01 00:00:00+00:00","4101909","2021-01-01 00:00:00+00:00","12","18.798211671947442","6.798211671947442"
"","2021-01-01 00:00:00+00:00","4012963","2021-01-01 00:00:00+00:00","0","18.80353832007703","18.80353832007703"
"","2021-01-01 00:00:00+00:00","3828770","2021-01-01 00:00:00+00:00","0","18.90920037684303","18.90920037684303"
"","2021-01-01 00:00:00+00:00","4100213","2021-01-01 00:00:00+00:00","0","18.960518550817483","18.960518550817483"
"","2021-01-01 00:00:00+00:00","1821781","2021-01-01 00:00:00+00:00","58","19.016250883281813","-38.98374911671819"
"","2021-01-01 00:00:00+00:00","4100182","2021-01-01 00:00:00+00:00","0","19.032313215665738","19.032313215665738"
"","2021-01-01 00:00:00+00:00","4005338","2021-01-01 00:00:00+00:00","0","19.120037355774805","19.120037355774805"
"","2021-01-01 00:00:00+00:00","3571393","2021-01-01 00:00:00+00:00","0","19.165449683289573","19.165449683289573"
"","2021-01-01 00:00:00+00:00","4005175","2021-01-01 00:00:00+00:00","0","19.43530806108513","19.43530806108513"
"","2021-01-01 00:00:00+00:00","4100464","2021-01-01 00:00:00+00:00","0","19.600289560071314","19.600289560071314"
"","2021-01-01 00:00:00+00:00","1812525","2021-01-01 00:00:00+00:00","0","19.957479849342864","19.957479849342864"
"","2021-01-01 00:00:00+00:00","4099091","2021-01-01 00:00:00+00:00","113","19.989740099539343","-93.01025990046065"
"","2021-01-01 00:00:00+00:00","4051781","2021-01-01 00:00:00+00:00","18","20.224757054082158","2.2247570540821577"
"","2021-01-01 00:00:00+00:00","4102018","2021-01-01 00:00:00+00:00","31","20.26834876800687","-10.73165123199313"
"","2021-01-01 00:00:00+00:00","4101858","2021-01-01 00:00:00+00:00","69","20.321358687765223","-48.678641312234774"
"","2021-01-01 00:00:00+00:00","3777824","2021-01-01 00:00:00+00:00","0","20.790865717361616","20.790865717361616"
"","2021-01-01 00:00:00+00:00","4079117","2021-01-01 00:00:00+00:00","0","20.946083324181917","20.946083324181917"
"","2021-01-01 00:00:00+00:00","4013578","2021-01-01 00:00:00+00:00","31","21.285149484544007","-9.714850515455993"
"","2021-01-01 00:00:00+00:00","4171186","2021-01-01 00:00:00+00:00","0","21.30343443022959","21.30343443022959"
"","2021-01-01 00:00:00+00:00","3794249","2021-01-01 00:00:00+00:00","10","21.35646802307781","11.35646802307781"
"","2021-01-01 00:00:00+00:00","1794633","2021-01-01 00:00:00+00:00","0","21.388938647937987","21.388938647937987"
"","2021-01-01 00:00:00+00:00","3755009","2021-01-01 00:00:00+00:00","0","21.448343618297177","21.448343618297177"
"","2021-01-01 00:00:00+00:00","1838884","2021-01-01 00:00:00+00:00","0","21.569931779248776","21.569931779248776"
"","2021-01-01 00:00:00+00:00","3817099","2021-01-01 00:00:00+00:00","0","21.86766053207321","21.86766053207321"
"","2021-01-01 00:00:00+00:00","2817831","2021-01-01 00:00:00+00:00","75","21.903788422346604","-53.09621157765339"
"","2021-01-01 00:00:00+00:00","3536946","2021-01-01 00:00:00+00:00","0","21.955612671775256","21.955612671775256"
"","2021-01-01 00:00:00+00:00","3658473","2021-01-01 00:00:00+00:00","0","21.965568000347453","21.965568000347453"
"","2021-01-01 00:00:00+00:00","3654129","2021-01-01 00:00:00+00:00","0","21.993179934880505","21.993179934880505"
"","2021-01-01 00:00:00+00:00","1820971","2021-01-01 00:00:00+00:00","23","22.02126774798473","-0.9787322520152699"
"","2021-01-01 00:00:00+00:00","1784804","2021-01-01 00:00:00+00:00","53","22.062267677118488","-30.937732322881512"
"","2021-01-01 00:00:00+00:00","3778197","2021-01-01 00:00:00+00:00","0","22.10473277049094","22.10473277049094"
"","2021-01-01 00:00:00+00:00","4102636","2021-01-01 00:00:00+00:00","0","22.106660042774354","22.106660042774354"
